invoice_id,client_id,project_id,contract_id,invoice_date,due_date,invoice_amount,tax_amount,discount_amount,total_payable,invoice_status,currency,invoice_type
INV00218,CLT034,PRJ010,CON022,19-10-2025,27-11-2025,4159854,748773.72,3862,4908627.72,Pending,INR,One-time
INV00219,CLT040,PRJ008,CON027,20-05-2026,17-07-2026,2066292,371932.56,26517,2438224.56,Overdue,SGD,Milestone
INV00220,CLT005,PRJ018,CON035,07-02-2026,03-03-2026,1043104,187758.72,24632,1230862.72,Pending,USD,Subscription
INV00221,CLT015,PRJ001,CON023,08-10-2025,04-11-2025,716688,129003.84,29658,845691.84,Pending,INR,Subscription
INV00222,CLT014,PRJ003,CON012,18-08-2025,27-09-2025,3734991,672298.38,80151,4407289.38,Overdue,USD,Subscription
INV00223,CLT003,PRJ018,CON025,05-11-2025,23-11-2025,4379584,788325.12,90433,5167909.12,Pending,USD,Milestone
INV00224,CLT035,PRJ005,CON026,24-05-2026,23-07-2026,3519186,633453.48,96110,4152639.48,Partial,USD,Subscription
INV00225,CLT033,PRJ020,CON011,29-10-2025,02-12-2025,3226586,580785.48,95703,3807371.48,Partial,INR,Support
INV00226,CLT030,PRJ016,CON055,12-11-2025,27-11-2025,4232914,761924.52,32075,4994838.52,Overdue,USD,One-time
INV00227,CLT003,PRJ005,CON055,18-10-2025,11-12-2025,322060,57970.8,86628,380030.8,Paid,INR,Milestone
INV00228,CLT025,PRJ003,CON049,27-01-2026,22-03-2026,3634652,654237.36,7626,4288889.36,Pending,USD,Subscription
INV00229,CLT028,PRJ020,CON055,14-05-2026,10-06-2026,2704898,486881.64,207,3191779.64,Overdue,USD,Subscription
INV00230,CLT014,PRJ001,CON041,17-02-2026,09-04-2026,1737680,312782.4,80739,2050462.4,Pending,INR,Subscription
INV00231,CLT009,PRJ016,CON010,26-06-2025,12-07-2025,3913943,704509.74,27297,4618452.74,Paid,SGD,One-time
INV00232,CLT035,PRJ006,CON037,18-02-2026,20-03-2026,3317918,597225.24,48704,3915143.24,Pending,SGD,Support
INV00233,CLT003,PRJ007,CON059,19-11-2025,10-12-2025,826819,148827.42,67652,975646.42,Partial,USD,Milestone
INV00234,CLT003,PRJ020,CON056,17-02-2026,16-03-2026,780445,140480.1,37560,920925.1,Pending,INR,One-time
INV00235,CLT040,PRJ018,CON033,12-10-2025,17-11-2025,908786,163581.48,70854,1072367.48,Pending,SGD,Support
INV00236,CLT026,PRJ006,CON046,28-12-2025,18-01-2026,3789945,682190.1,59714,4472135.1,Paid,USD,One-time
INV00237,CLT024,PRJ013,CON012,02-04-2026,25-04-2026,2820991,507778.38,66577,3328769.38,Overdue,USD,Subscription
INV00238,CLT030,PRJ013,CON038,14-10-2025,19-11-2025,3518202,633276.36,71372,4151478.36,Paid,USD,Milestone
INV00239,CLT021,PRJ018,CON007,28-04-2026,21-05-2026,3784744,681253.92,76122,4465997.92,Overdue,USD,Subscription
INV00240,CLT013,PRJ007,CON044,16-07-2025,23-08-2025,2705814,487046.52,71943,3192860.52,Paid,SGD,Subscription
INV00241,CLT038,PRJ013,CON041,06-10-2025,30-10-2025,2718645,489356.1,37810,3208001.1,Overdue,INR,Milestone
INV00242,CLT006,PRJ005,CON042,27-07-2025,11-08-2025,3538448,636920.64,75751,4175368.64,Overdue,USD,Support
INV00243,CLT037,PRJ016,CON046,20-05-2026,14-07-2026,3141861,565534.98,97214,3707395.98,Pending,USD,Subscription
INV00244,CLT030,PRJ017,CON058,14-11-2025,15-12-2025,3986206,717517.08,8050,4703723.08,Pending,USD,Support
INV00245,CLT005,PRJ009,CON017,01-07-2025,01-08-2025,1161815,209126.7,91851,1370941.7,Partial,SGD,Milestone
INV00246,CLT032,PRJ014,CON050,30-10-2025,09-12-2025,3264237,587562.66,62420,3851799.66,Pending,INR,One-time
INV00247,CLT010,PRJ017,CON056,10-01-2026,07-03-2026,3696815,665426.7,35728,4362241.7,Paid,INR,One-time
INV00248,CLT016,PRJ019,CON050,11-03-2026,28-04-2026,1685155,303327.9,13619,1988482.9,Paid,SGD,Support
INV00249,CLT006,PRJ002,CON039,11-08-2025,11-09-2025,1868857,336394.26,38609,2205251.26,Partial,USD,Support
INV00250,CLT011,PRJ003,CON018,22-12-2025,31-01-2026,573343,103201.74,23388,676544.74,Pending,INR,Support
INV00251,CLT017,PRJ004,CON003,22-12-2025,31-01-2026,661693,119104.74,75319,780797.74,Paid,INR,Subscription
INV00252,CLT005,PRJ018,CON015,10-10-2025,17-11-2025,77744,13993.92,70074,91737.92,Pending,USD,One-time
INV00253,CLT013,PRJ010,CON045,23-01-2026,16-03-2026,3322435,598038.3,31258,3920473.3,Overdue,SGD,Support
INV00254,CLT003,PRJ011,CON004,12-09-2025,06-10-2025,2882988,518937.84,64080,3401925.84,Overdue,SGD,Subscription
INV00255,CLT020,PRJ004,CON030,15-11-2025,12-01-2026,1481846,266732.28,75493,1748578.28,Paid,INR,Milestone
INV00256,CLT018,PRJ005,CON049,03-01-2026,18-02-2026,3532566,635861.88,10580,4168427.88,Paid,INR,Subscription
INV00257,CLT031,PRJ005,CON014,11-05-2026,05-07-2026,1250307,225055.26,39478,1475362.26,Paid,SGD,One-time
INV00258,CLT040,PRJ012,CON056,17-07-2025,11-08-2025,4577523,823954.14,87836,5401477.14,Paid,INR,Subscription
INV00259,CLT030,PRJ002,CON007,01-05-2026,28-06-2026,490037,88206.66,42688,578243.66,Paid,INR,Milestone
INV00260,CLT013,PRJ013,CON058,07-11-2025,21-12-2025,1901053,342189.54,94348,2243242.54,Partial,SGD,Milestone
INV00261,CLT018,PRJ005,CON008,11-10-2025,28-11-2025,3955184,711933.12,64122,4667117.12,Partial,SGD,Milestone
INV00262,CLT021,PRJ014,CON038,20-10-2025,04-12-2025,1915681,344822.58,91311,2260503.58,Paid,USD,Subscription
INV00263,CLT027,PRJ007,CON009,03-09-2025,26-09-2025,3056524,550174.32,92161,3606698.32,Pending,INR,Support
INV00264,CLT034,PRJ002,CON019,19-12-2025,06-01-2026,3622727,652090.86,14544,4274817.86,Paid,SGD,Support
INV00265,CLT005,PRJ018,CON046,08-10-2025,05-12-2025,1767253,318105.54,55434,2085358.54,Partial,SGD,One-time
INV00266,CLT035,PRJ018,CON058,05-04-2026,08-05-2026,2501691,450304.38,10085,2951995.38,Paid,INR,Subscription
INV00267,CLT014,PRJ017,CON041,26-03-2026,24-04-2026,240339,43261.02,68107,283600.02,Overdue,USD,One-time
INV00268,CLT036,PRJ015,CON030,12-10-2025,14-11-2025,2600827,468148.86,59759,3068975.86,Partial,USD,Milestone
INV00269,CLT010,PRJ006,CON016,27-05-2026,04-07-2026,1030773,185539.14,58776,1216312.14,Partial,SGD,Milestone
INV00270,CLT021,PRJ005,CON001,29-10-2025,15-11-2025,4631401,833652.18,18274,5465053.18,Partial,SGD,Subscription
INV00271,CLT013,PRJ019,CON034,25-02-2026,19-04-2026,1913477,344425.86,67050,2257902.86,Paid,SGD,Subscription
INV00272,CLT024,PRJ001,CON019,08-03-2026,18-04-2026,2943400,529812,18293,3473212,Overdue,SGD,Subscription
INV00273,CLT006,PRJ001,CON027,09-10-2025,26-10-2025,2342848,421712.64,39582,2764560.64,Partial,INR,One-time
INV00274,CLT031,PRJ004,CON042,29-01-2026,21-03-2026,2463310,443395.8,57156,2906705.8,Paid,USD,One-time
INV00275,CLT017,PRJ006,CON038,23-11-2025,26-12-2025,540820,97347.6,69417,638167.6,Paid,USD,Subscription
INV00276,CLT021,PRJ011,CON053,09-10-2025,19-11-2025,2575577,463603.86,44605,3039180.86,Pending,INR,Milestone
INV00277,CLT035,PRJ018,CON045,31-12-2025,22-02-2026,1006022,181083.96,68566,1187105.96,Overdue,USD,One-time
INV00278,CLT015,PRJ010,CON009,22-11-2025,18-01-2026,1810273,325849.14,67302,2136122.14,Paid,USD,Subscription
INV00279,CLT007,PRJ004,CON059,19-04-2026,19-05-2026,1773030,319145.4,66179,2092175.4,Pending,SGD,Subscription
INV00280,CLT007,PRJ007,CON059,09-09-2025,08-10-2025,4279496,770309.28,53422,5049805.28,Paid,INR,Subscription
INV00281,CLT024,PRJ010,CON036,25-11-2025,22-12-2025,390649,70316.82,9123,460965.82,Pending,SGD,Support
INV00282,CLT029,PRJ017,CON043,02-11-2025,12-12-2025,763081,137354.58,16090,900435.58,Partial,INR,Milestone
INV00283,CLT026,PRJ012,CON031,07-08-2025,25-08-2025,3442718,619689.24,8942,4062407.24,Pending,USD,Support
INV00284,CLT040,PRJ004,CON049,15-01-2026,31-01-2026,691873,124537.14,4141,816410.14,Overdue,SGD,Support
INV00285,CLT003,PRJ002,CON012,11-12-2025,31-01-2026,4719657,849538.26,88476,5569195.26,Overdue,INR,Support
INV00286,CLT026,PRJ009,CON032,05-04-2026,17-05-2026,3219196,579455.28,45238,3798651.28,Pending,USD,One-time
INV00287,CLT005,PRJ010,CON008,24-10-2025,15-12-2025,2881945,518750.1,2914,3400695.1,Overdue,SGD,One-time
INV00288,CLT014,PRJ011,CON032,18-07-2025,20-08-2025,4267528,768155.04,34754,5035683.04,Overdue,INR,Subscription
INV00289,CLT022,PRJ009,CON005,16-11-2025,26-12-2025,4801544,864277.92,32933,5665821.92,Pending,SGD,Support
INV00290,CLT032,PRJ007,CON043,12-09-2025,06-10-2025,3969957,714592.26,31506,4684549.26,Overdue,SGD,Milestone
INV00291,CLT027,PRJ009,CON053,13-01-2026,28-02-2026,2457904,442422.72,73377,2900326.72,Paid,INR,Support
INV00292,CLT018,PRJ018,CON012,27-09-2025,27-10-2025,404270,72768.6,14671,477038.6,Pending,INR,Subscription
INV00293,CLT021,PRJ011,CON054,13-02-2026,26-03-2026,4951683,891302.94,33332,5842985.94,Partial,INR,Subscription
INV00294,CLT018,PRJ005,CON024,03-08-2025,11-09-2025,4036449,726560.82,40536,4763009.82,Paid,SGD,One-time
INV00295,CLT006,PRJ008,CON020,04-11-2025,10-12-2025,1814849,326672.82,94029,2141521.82,Overdue,INR,Support
INV00296,CLT036,PRJ011,CON030,29-07-2025,18-08-2025,279435,50298.3,14526,329733.3,Partial,INR,Milestone
INV00297,CLT012,PRJ019,CON053,04-06-2025,29-07-2025,2797943,503629.74,29977,3301572.74,Overdue,SGD,Subscription
INV00298,CLT017,PRJ005,CON006,12-04-2026,09-05-2026,3136337,564540.66,34891,3700877.66,Overdue,SGD,One-time
INV00299,CLT013,PRJ014,CON012,10-04-2026,25-05-2026,3476948,625850.64,17459,4102798.64,Partial,USD,One-time
INV00300,CLT005,PRJ004,CON036,31-05-2025,27-07-2025,542850,97713,48614,640563,Paid,INR,Milestone
INV00301,CLT022,PRJ015,CON009,02-12-2025,02-01-2026,802021,144363.78,80338,946384.78,Partial,USD,One-time
INV00302,CLT029,PRJ002,CON013,18-11-2025,17-01-2026,1296721,233409.78,73512,1530130.78,Overdue,USD,Support
INV00303,CLT011,PRJ017,CON053,25-05-2026,30-06-2026,2338341,420901.38,3402,2759242.38,Partial,USD,One-time
INV00304,CLT002,PRJ003,CON030,15-09-2025,20-10-2025,4075316,733556.88,7279,4808872.88,Overdue,USD,Subscription
INV00305,CLT002,PRJ007,CON011,28-05-2026,20-06-2026,3308998,595619.64,47060,3904617.64,Pending,USD,Subscription
INV00306,CLT039,PRJ014,CON006,02-05-2026,26-06-2026,3594491,647008.38,84833,4241499.38,Pending,USD,Subscription
INV00307,CLT020,PRJ008,CON034,04-01-2026,04-02-2026,3638074,654853.32,46590,4292927.32,Paid,SGD,One-time
INV00308,CLT012,PRJ013,CON003,27-05-2026,16-06-2026,748691,134764.38,97914,883455.38,Overdue,SGD,One-time
INV00309,CLT011,PRJ016,CON030,02-03-2026,24-03-2026,3448154,620667.72,2082,4068821.72,Overdue,USD,Milestone
INV00310,CLT035,PRJ007,CON006,10-12-2025,31-01-2026,2574282,463370.76,31801,3037652.76,Partial,SGD,Milestone
INV00311,CLT027,PRJ016,CON048,29-04-2026,16-06-2026,4904162,882749.16,2492,5786911.16,Overdue,SGD,Support
INV00312,CLT040,PRJ012,CON029,09-04-2026,02-05-2026,3709362,667685.16,38455,4377047.16,Partial,SGD,Support
INV00313,CLT006,PRJ016,CON009,15-09-2025,16-10-2025,1503671,270660.78,46798,1774331.78,Overdue,USD,Milestone
INV00314,CLT008,PRJ018,CON015,19-04-2026,01-06-2026,4129927,743386.86,59917,4873313.86,Pending,INR,Subscription
INV00315,CLT014,PRJ012,CON011,19-05-2026,01-07-2026,2500505,450090.9,54493,2950595.9,Partial,SGD,Subscription
INV00316,CLT027,PRJ012,CON041,24-07-2025,17-08-2025,2108994,379618.92,1303,2488612.92,Overdue,USD,Subscription
INV00317,CLT010,PRJ019,CON004,26-06-2025,19-08-2025,4410216,793838.88,19249,5204054.88,Pending,SGD,Support
INV00318,CLT020,PRJ003,CON003,02-06-2025,27-07-2025,4558318,820497.24,20975,5378815.24,Pending,INR,Subscription
INV00319,CLT004,PRJ012,CON017,09-04-2026,30-05-2026,4307213,775298.34,93670,5082511.34,Pending,SGD,Milestone
INV00320,CLT034,PRJ019,CON013,25-05-2026,13-06-2026,3080531,554495.58,48404,3635026.58,Paid,INR,Support
INV00321,CLT032,PRJ014,CON053,04-02-2026,26-03-2026,1416024,254884.32,48409,1670908.32,Paid,SGD,Subscription
INV00322,CLT010,PRJ004,CON024,29-07-2025,24-08-2025,2607892,469420.56,96948,3077312.56,Partial,SGD,Support
INV00323,CLT037,PRJ015,CON058,24-10-2025,13-11-2025,2883866,519095.88,81889,3402961.88,Partial,SGD,Support
INV00324,CLT006,PRJ006,CON046,23-07-2025,12-09-2025,258071,46452.78,99302,304523.78,Paid,SGD,Subscription
INV00325,CLT035,PRJ006,CON002,31-10-2025,17-11-2025,2356552,424179.36,64418,2780731.36,Overdue,INR,Subscription
INV00326,CLT008,PRJ004,CON035,19-08-2025,18-10-2025,1460594,262906.92,7667,1723500.92,Overdue,SGD,One-time
INV00327,CLT013,PRJ008,CON049,23-05-2026,08-06-2026,4965968,893874.24,53411,5859842.24,Pending,INR,Milestone
INV00328,CLT036,PRJ005,CON020,25-04-2026,14-06-2026,4816789,867022.02,59210,5683811.02,Partial,USD,Subscription
INV00329,CLT017,PRJ013,CON023,31-12-2025,01-02-2026,1834711,330247.98,56618,2164958.98,Paid,USD,Milestone
INV00330,CLT018,PRJ008,CON043,12-12-2025,08-02-2026,2748097,494657.46,22745,3242754.46,Partial,SGD,Support
INV00331,CLT035,PRJ001,CON058,13-07-2025,20-08-2025,3784413,681194.34,25295,4465607.34,Pending,USD,Support
INV00332,CLT020,PRJ008,CON015,01-05-2026,21-06-2026,4192367,754626.06,65578,4946993.06,Partial,INR,Support
INV00333,CLT017,PRJ019,CON055,02-06-2025,07-07-2025,1962310,353215.8,56694,2315525.8,Pending,SGD,Support
INV00334,CLT015,PRJ002,CON018,07-07-2025,03-08-2025,3573736,643272.48,21558,4217008.48,Paid,SGD,One-time
INV00335,CLT022,PRJ009,CON016,22-03-2026,13-05-2026,954632,171833.76,16361,1126465.76,Partial,INR,Subscription
INV00336,CLT029,PRJ002,CON020,13-04-2026,09-06-2026,3672528,661055.04,81789,4333583.04,Overdue,USD,Subscription
INV00337,CLT034,PRJ011,CON038,28-03-2026,12-05-2026,1664650,299637,94977,1964287,Partial,SGD,Support
INV00338,CLT023,PRJ010,CON038,23-12-2025,08-02-2026,4589442,826099.56,73328,5415541.56,Pending,INR,Subscription
INV00339,CLT030,PRJ020,CON045,31-12-2025,13-02-2026,2827849,509012.82,81778,3336861.82,Paid,USD,Milestone
INV00340,CLT001,PRJ012,CON001,08-10-2025,06-11-2025,668501,120330.18,34340,788831.18,Pending,INR,Milestone
INV00341,CLT007,PRJ001,CON054,13-11-2025,31-12-2025,1201282,216230.76,81684,1417512.76,Pending,USD,Support
INV00342,CLT025,PRJ012,CON021,08-04-2026,01-05-2026,3653244,657583.92,66619,4310827.92,Pending,INR,Support
INV00343,CLT033,PRJ012,CON032,07-06-2025,02-08-2025,4402784,792501.12,4797,5195285.12,Overdue,USD,Milestone
INV00344,CLT025,PRJ019,CON011,04-01-2026,09-02-2026,3188239,573883.02,55850,3762122.02,Pending,INR,Support
INV00345,CLT029,PRJ008,CON017,03-05-2026,20-05-2026,686598,123587.64,71568,810185.64,Paid,USD,Milestone
INV00346,CLT018,PRJ007,CON046,05-06-2025,20-07-2025,1206496,217169.28,85733,1423665.28,Pending,USD,Milestone
INV00347,CLT036,PRJ015,CON047,05-07-2025,25-08-2025,3920513,705692.34,16822,4626205.34,Overdue,INR,One-time
INV00348,CLT026,PRJ018,CON020,26-11-2025,23-12-2025,2785353,501363.54,62230,3286716.54,Overdue,USD,Subscription
INV00349,CLT003,PRJ020,CON032,27-09-2025,14-11-2025,275137,49524.66,1447,324661.66,Partial,USD,Milestone
INV00350,CLT005,PRJ013,CON058,27-11-2025,29-12-2025,1782077,320773.86,26437,2102850.86,Partial,SGD,Subscription
INV00351,CLT037,PRJ016,CON030,28-02-2026,26-03-2026,3931370,707646.6,80967,4639016.6,Overdue,USD,Support
INV00352,CLT035,PRJ010,CON043,02-02-2026,27-02-2026,609888,109779.84,33130,719667.84,Paid,USD,Milestone
INV00353,CLT030,PRJ013,CON022,12-09-2025,01-11-2025,3399922,611985.96,86117,4011907.96,Partial,USD,Milestone
INV00354,CLT002,PRJ020,CON007,22-08-2025,19-09-2025,1536768,276618.24,93639,1813386.24,Paid,SGD,Subscription
INV00355,CLT034,PRJ004,CON025,16-04-2026,27-05-2026,2636411,474553.98,3662,3110964.98,Partial,INR,Subscription
INV00356,CLT011,PRJ002,CON027,31-05-2025,21-06-2025,4349162,782849.16,46737,5132011.16,Partial,SGD,One-time
INV00357,CLT018,PRJ020,CON024,29-05-2026,26-07-2026,418586,75345.48,90927,493931.48,Partial,USD,Milestone
INV00358,CLT025,PRJ017,CON041,17-04-2026,07-05-2026,1999726,359950.68,7854,2359676.68,Paid,USD,Milestone
INV00359,CLT003,PRJ008,CON060,16-06-2025,22-07-2025,3772245,679004.1,31752,4451249.1,Overdue,SGD,Milestone
INV00360,CLT001,PRJ003,CON056,19-11-2025,09-12-2025,4174194,751354.92,55868,4925548.92,Partial,INR,Support
INV00361,CLT037,PRJ015,CON041,24-03-2026,09-04-2026,1739474,313105.32,99867,2052579.32,Partial,USD,Support
INV00362,CLT017,PRJ013,CON030,11-03-2026,26-03-2026,2615632,470813.76,65627,3086445.76,Partial,SGD,One-time
INV00363,CLT005,PRJ014,CON057,10-12-2025,04-02-2026,375703,67626.54,50506,443329.54,Pending,SGD,Support
INV00364,CLT010,PRJ009,CON039,04-10-2025,24-10-2025,3870765,696737.7,67965,4567502.7,Partial,INR,Milestone
INV00365,CLT025,PRJ019,CON020,19-08-2025,03-09-2025,3502826,630508.68,22072,4133334.68,Partial,USD,Support
INV00366,CLT011,PRJ006,CON024,10-02-2026,23-03-2026,1613636,290454.48,57767,1904090.48,Partial,INR,Subscription
INV00367,CLT022,PRJ001,CON038,10-02-2026,25-02-2026,2019478,363506.04,49239,2382984.04,Paid,SGD,One-time
INV00368,CLT022,PRJ011,CON053,18-11-2025,04-12-2025,2059885,370779.3,78893,2430664.3,Pending,INR,Subscription
INV00369,CLT031,PRJ017,CON027,11-12-2025,31-12-2025,1626512,292772.16,45656,1919284.16,Pending,SGD,Support
INV00370,CLT034,PRJ019,CON051,27-11-2025,27-12-2025,4283198,770975.64,31897,5054173.64,Overdue,INR,Milestone
INV00371,CLT025,PRJ009,CON015,07-09-2025,16-10-2025,2211144,398005.92,94036,2609149.92,Overdue,INR,Support
INV00372,CLT008,PRJ003,CON022,11-02-2026,18-03-2026,1628370,293106.6,47844,1921476.6,Paid,USD,Milestone
INV00373,CLT010,PRJ010,CON054,22-01-2026,08-03-2026,1886301,339534.18,82716,2225835.18,Paid,SGD,Milestone
INV00374,CLT014,PRJ008,CON045,25-01-2026,03-03-2026,490958,88372.44,99315,579330.44,Partial,INR,Support
INV00375,CLT007,PRJ005,CON021,06-03-2026,03-04-2026,4918611,885349.98,28591,5803960.98,Partial,SGD,Milestone
INV00376,CLT028,PRJ006,CON060,25-03-2026,16-04-2026,522542,94057.56,31569,616599.56,Pending,SGD,Support
INV00377,CLT029,PRJ012,CON001,13-12-2025,03-02-2026,1056636,190194.48,23736,1246830.48,Partial,INR,Support
INV00378,CLT035,PRJ006,CON026,10-04-2026,06-05-2026,215644,38815.92,78525,254459.92,Paid,SGD,Milestone
INV00379,CLT011,PRJ003,CON036,29-10-2025,01-12-2025,2203863,396695.34,86397,2600558.34,Partial,USD,Support
INV00380,CLT007,PRJ002,CON016,03-04-2026,15-05-2026,358146,64466.28,9746,422612.28,Partial,SGD,One-time
INV00381,CLT010,PRJ018,CON014,07-04-2026,12-05-2026,641883,115538.94,56836,757421.94,Pending,SGD,Support
INV00382,CLT027,PRJ003,CON022,01-03-2026,23-03-2026,796369,143346.42,23033,939715.42,Pending,INR,One-time
INV00383,CLT018,PRJ020,CON007,05-08-2025,04-10-2025,452345,81422.1,20380,533767.1,Overdue,USD,Milestone
INV00384,CLT027,PRJ015,CON012,28-01-2026,24-03-2026,3732263,671807.34,10416,4404070.34,Partial,USD,Subscription
INV00385,CLT032,PRJ001,CON028,27-04-2026,26-06-2026,4317136,777084.48,55702,5094220.48,Paid,USD,One-time
INV00386,CLT015,PRJ006,CON005,17-02-2026,22-03-2026,3129046,563228.28,39213,3692274.28,Partial,USD,Support
INV00387,CLT003,PRJ015,CON058,02-10-2025,17-10-2025,4145875,746257.5,13282,4892132.5,Paid,INR,Support
INV00388,CLT032,PRJ001,CON010,08-04-2026,03-05-2026,2148282,386690.76,18333,2534972.76,Partial,SGD,One-time
INV00389,CLT026,PRJ014,CON048,21-05-2026,25-06-2026,2828420,509115.6,98446,3337535.6,Pending,INR,Support
INV00390,CLT023,PRJ017,CON001,16-04-2026,28-05-2026,2033947,366110.46,32472,2400057.46,Paid,USD,Milestone
INV00391,CLT016,PRJ014,CON013,03-12-2025,30-12-2025,4025301,724554.18,19163,4749855.18,Partial,INR,Support
INV00392,CLT015,PRJ008,CON022,07-05-2026,25-05-2026,3624183,652352.94,23822,4276535.94,Pending,USD,Subscription
INV00393,CLT012,PRJ009,CON032,24-06-2025,11-08-2025,3099940,557989.2,79261,3657929.2,Partial,USD,One-time
INV00394,CLT039,PRJ004,CON003,13-03-2026,09-04-2026,4970434,894678.12,69934,5865112.12,Paid,INR,Milestone
INV00395,CLT036,PRJ012,CON058,29-12-2025,18-02-2026,3120331,561659.58,7968,3681990.58,Paid,INR,Milestone
INV00396,CLT033,PRJ013,CON036,06-04-2026,07-05-2026,3323628,598253.04,39768,3921881.04,Partial,SGD,Milestone
INV00397,CLT003,PRJ005,CON057,27-02-2026,06-04-2026,2379990,428398.2,42540,2808388.2,Partial,SGD,Subscription
INV00398,CLT001,PRJ012,CON015,19-12-2025,07-02-2026,2396208,431317.44,27021,2827525.44,Paid,SGD,Support
INV00399,CLT010,PRJ015,CON015,15-09-2025,10-11-2025,3689846,664172.28,36968,4354018.28,Partial,INR,Subscription
INV00400,CLT016,PRJ015,CON059,16-03-2026,08-04-2026,3426450,616761,32550,4043211,Paid,USD,Subscription
INV00401,CLT022,PRJ003,CON013,08-08-2025,02-10-2025,1217946,219230.28,71252,1437176.28,Pending,USD,Subscription
INV00402,CLT001,PRJ008,CON002,28-03-2026,18-04-2026,1951488,351267.84,36937,2302755.84,Overdue,SGD,One-time
INV00403,CLT028,PRJ017,CON022,08-02-2026,11-03-2026,1571403,282852.54,93232,1854255.54,Pending,USD,Subscription
INV00404,CLT031,PRJ003,CON008,10-05-2026,08-07-2026,4897297,881513.46,54256,5778810.46,Partial,USD,One-time
INV00405,CLT035,PRJ018,CON053,19-04-2026,05-05-2026,1980340,356461.2,47500,2336801.2,Partial,SGD,Support
INV00406,CLT030,PRJ005,CON054,22-01-2026,01-03-2026,4676320,841737.6,7088,5518057.6,Paid,SGD,Subscription
INV00407,CLT006,PRJ008,CON005,02-02-2026,10-03-2026,154670,27840.6,58192,182510.6,Partial,SGD,Subscription
INV00408,CLT001,PRJ013,CON054,19-05-2026,06-07-2026,3603588,648645.84,49487,4252233.84,Pending,SGD,Milestone
INV00409,CLT039,PRJ003,CON053,25-12-2025,13-01-2026,3979526,716314.68,47540,4695840.68,Paid,USD,One-time
INV00410,CLT039,PRJ001,CON049,16-08-2025,19-09-2025,2643087,475755.66,1111,3118842.66,Paid,SGD,One-time
INV00411,CLT023,PRJ005,CON045,27-01-2026,01-03-2026,866881,156038.58,21131,1022919.58,Partial,INR,Milestone
INV00412,CLT011,PRJ017,CON034,07-11-2025,26-11-2025,4439650,799137,19975,5238787,Overdue,INR,Support
INV00413,CLT007,PRJ015,CON021,16-02-2026,13-04-2026,1473694,265264.92,18408,1738958.92,Paid,INR,Subscription
INV00414,CLT009,PRJ015,CON024,20-06-2025,18-08-2025,4348987,782817.66,73505,5131804.66,Pending,SGD,Subscription
INV00415,CLT025,PRJ015,CON043,06-11-2025,03-12-2025,834361,150184.98,52628,984545.98,Paid,INR,One-time
INV00416,CLT031,PRJ004,CON018,22-08-2025,03-10-2025,3863282,695390.76,62050,4558672.76,Pending,SGD,Milestone
INV00417,CLT005,PRJ009,CON026,12-06-2025,07-07-2025,735425,132376.5,26031,867801.5,Pending,INR,One-time
INV00418,CLT023,PRJ019,CON025,29-03-2026,14-05-2026,133311,23995.98,41472,157306.98,Partial,USD,Subscription
INV00419,CLT029,PRJ019,CON007,27-04-2026,12-05-2026,356066,64091.88,48530,420157.88,Overdue,INR,One-time
INV00420,CLT023,PRJ018,CON028,21-11-2025,17-01-2026,4438666,798959.88,90249,5237625.88,Partial,SGD,Support
INV00421,CLT027,PRJ004,CON032,22-08-2025,13-09-2025,4619557,831520.26,25632,5451077.26,Pending,USD,Support
INV00422,CLT001,PRJ012,CON051,22-03-2026,07-04-2026,1928516,347132.88,20103,2275648.88,Overdue,SGD,One-time
INV00423,CLT026,PRJ007,CON040,02-09-2025,23-09-2025,3349388,602889.84,93064,3952277.84,Partial,USD,Milestone
INV00424,CLT002,PRJ014,CON001,25-10-2025,28-11-2025,1333864,240095.52,25405,1573959.52,Overdue,SGD,Milestone
INV00425,CLT038,PRJ004,CON008,23-08-2025,08-10-2025,3901442,702259.56,2877,4603701.56,Paid,INR,Support
INV00426,CLT021,PRJ015,CON052,24-09-2025,12-11-2025,1401435,252258.3,657,1653693.3,Paid,INR,Milestone
INV00427,CLT034,PRJ017,CON049,24-09-2025,14-10-2025,1327971,239034.78,45685,1567005.78,Partial,INR,One-time
INV00428,CLT018,PRJ013,CON007,28-03-2026,18-04-2026,4945996,890279.28,79599,5836275.28,Overdue,USD,Support
INV00429,CLT038,PRJ014,CON019,23-05-2026,30-06-2026,4500141,810025.38,19010,5310166.38,Partial,USD,One-time
INV00430,CLT015,PRJ018,CON005,24-09-2025,21-10-2025,3284570,591222.6,25837,3875792.6,Paid,SGD,Subscription
INV00431,CLT011,PRJ020,CON021,28-10-2025,15-12-2025,3261641,587095.38,5127,3848736.38,Paid,USD,One-time
INV00432,CLT020,PRJ009,CON021,15-08-2025,05-09-2025,2950985,531177.3,3838,3482162.3,Overdue,USD,Milestone
INV00433,CLT011,PRJ003,CON013,15-11-2025,13-01-2026,3144385,565989.3,80314,3710374.3,Paid,INR,Support
INV00434,CLT010,PRJ019,CON057,28-05-2026,26-06-2026,3516960,633052.8,12032,4150012.8,Overdue,SGD,One-time
INV00435,CLT014,PRJ003,CON005,20-08-2025,06-10-2025,4199053,755829.54,41072,4954882.54,Partial,USD,One-time
INV00436,CLT040,PRJ017,CON013,24-02-2026,09-04-2026,3407162,613289.16,24514,4020451.16,Paid,INR,One-time
