revenue_id,client_id,client_name,project_id,project_name,invoice_id,contract_id,revenue_period,revenue_date,revenue_amount,currency,revenue_type,revenue_stream,monthly_recurring_revenue_mrr,annual_recurring_revenue_arr,gross_revenue,net_revenue,tax_amount,profit_margin,recognition_date,payment_status,outstanding_amount,collection_days,revenue_growth_percentage,revenue_band,forecast_revenue,upsell_revenue,country,billing_frequency
REV0098,CLT034,"Ward, Hall and Hernandez",PRJ002,Deploy Efficient Bandwidth,INV0098,CON022,Dec-25,46075,1857775,INR,Recognized,Recurring,154814.58,1857775,1857775,1523375.5,334399.5,39.32,09-02-2026,Overdue,403894,54,1.9,Medium,2774181,87704,Australia,Monthly
REV0099,CLT037,Frederick Inc,PRJ012,Extend Innovative Info-Mediaries,INV0099,CON004,Apr-25,46146,1590066,SGD,Deferred,Recurring,132505.5,1590066,1590066,1303854.12,286211.88,11.84,12-11-2025,Overdue,209057,65,5.07,High,2333554,122505,Australia,Quarterly
REV0100,CLT025,Gonzalez and Sons,PRJ009,Re-Intermediate Revolutionary Eyeballs,INV0100,CON010,Jul-25,46141,1045286,SGD,Deferred,Recurring,87107.17,1045286,1045286,857134.52,188151.48,20.11,11-08-2025,Overdue,200280,45,38.09,High,272040,51046,UK,Annual
REV0101,CLT023,"Ellison, Lewis and Montoya",PRJ014,Leverage Innovative Interfaces,INV0101,CON040,Apr-25,45817,1820498,SGD,Deferred,One-time,151708.17,1820498,1820498,1492808.36,327689.64,19.46,26-03-2026,Paid,133873,88,19.21,Medium,2932376,392739,Singapore,Monthly
REV0102,CLT038,Allen LLC,PRJ007,Exploit Open-Source Communities,INV0102,CON034,Apr-25,45840,1665849,USD,Accrued,Recurring,138820.75,1665849,1665849,1365996.18,299852.82,20.96,28-07-2025,Paid,352741,6,31.58,Low,1824902,51222,Australia,Annual
REV0103,CLT007,Bailey Inc,PRJ015,Generate Mission-Critical Models,INV0103,CON023,Mar-25,46146,1487596,INR,Accrued,One-time,123966.33,1487596,1487596,1219828.72,267767.28,18.82,14-05-2026,Paid,12425,84,-5.4,High,2854003,468696,Australia,Monthly
REV0104,CLT039,Atkinson-Willis,PRJ004,Leverage Dot-Com Supply-Chains,INV0104,CON046,Aug-25,45813,1388156,INR,Recognized,Recurring,115679.67,1388156,1388156,1138287.92,249868.08,23.16,06-02-2026,Partial,469762,19,24.78,Medium,1335510,244819,USA,Annual
REV0105,CLT005,"White, Davis and Jennings",PRJ015,Grow Ubiquitous Supply-Chains,INV0105,CON060,Nov-25,46004,1389619,USD,Deferred,One-time,115801.58,1389619,1389619,1139487.58,250131.42,19.01,04-07-2025,Paid,145378,12,9.14,Medium,351904,135391,Singapore,Quarterly
REV0106,CLT012,Hernandez-Welch,PRJ003,Whiteboard Plug-And-Play E-Markets,INV0106,CON032,Sep-25,45891,973952,INR,Accrued,One-time,81162.67,973952,973952,798640.64,175311.36,16.25,31-05-2025,Overdue,56848,23,17.03,Medium,1015979,321895,USA,Annual
REV0107,CLT007,Bailey Inc,PRJ015,Utilize Plug-And-Play Synergies,INV0107,CON046,Mar-25,46139,1963880,USD,Recognized,Recurring,163656.67,1963880,1963880,1610381.6,353498.4,12.55,02-06-2025,Pending,407496,62,-9.06,Medium,724340,342289,Australia,Annual
REV0108,CLT001,Burgess and Sons,PRJ013,Enhance Front-End Interfaces,INV0108,CON018,Jul-25,45880,129347,INR,Accrued,One-time,10778.92,129347,129347,106064.54,23282.46,41.66,17-12-2025,Paid,270209,67,13.91,Medium,394019,283183,India,Monthly
REV0109,CLT001,Burgess and Sons,PRJ016,Generate Holistic Synergies,INV0109,CON008,May-25,46152,856195,SGD,Accrued,One-time,71349.58,856195,856195,702079.9,154115.1,21.67,14-11-2025,Pending,210037,12,21.61,High,480284,191551,India,Annual
REV0110,CLT022,"Santos, Taylor and Webb",PRJ015,Enhance Bricks-And-Clicks Paradigms,INV0110,CON049,Jan-25,45985,218730,USD,Accrued,Recurring,18227.5,218730,218730,179358.6,39371.4,16.18,14-04-2026,Paid,201412,89,-0.45,High,1736217,470003,Australia,Monthly
REV0111,CLT023,"Ellison, Lewis and Montoya",PRJ003,Synergize Ubiquitous Infrastructures,INV0111,CON057,Apr-25,45897,1070271,SGD,Deferred,Recurring,89189.25,1070271,1070271,877622.22,192648.78,14.9,26-08-2025,Partial,13298,80,1.92,Medium,364210,415623,Singapore,Annual
REV0112,CLT020,"Gilmore, West and Wagner",PRJ018,Strategize World-Class Mindshare,INV0112,CON054,Mar-25,46136,1097913,USD,Recognized,Recurring,91492.75,1097913,1097913,900288.66,197624.34,21.87,05-05-2026,Pending,413022,10,10.28,Low,2842445,349865,Singapore,Annual
REV0113,CLT030,Morrow-Robinson,PRJ018,Grow Turn-Key E-Commerce,INV0113,CON010,Jan-25,45814,1472032,SGD,Accrued,Recurring,122669.33,1472032,1472032,1207066.24,264965.76,42.37,13-07-2025,Paid,385592,23,14.44,Low,2076438,475622,UK,Annual
REV0114,CLT003,Montes and Sons,PRJ005,Enhance Holistic Markets,INV0114,CON001,Mar-25,46145,558942,INR,Accrued,Recurring,46578.5,558942,558942,458332.44,100609.56,41.66,09-02-2026,Paid,239172,83,-1.47,High,368257,428762,UK,Monthly
REV0115,CLT008,"Stewart, Clark and Owen",PRJ020,Mesh End-To-End Systems,INV0115,CON052,Nov-25,45888,1092585,SGD,Recognized,Recurring,91048.75,1092585,1092585,895919.7,196665.3,38.16,02-12-2025,Overdue,176864,56,6.21,High,2515780,286200,USA,Monthly
REV0116,CLT021,Rodriguez-Beard,PRJ007,Drive Bleeding-Edge Web-Readiness,INV0116,CON049,Nov-25,46082,1804114,INR,Accrued,Recurring,150342.83,1804114,1804114,1479373.48,324740.52,21.74,30-03-2026,Paid,143599,23,27.88,Low,1651587,290145,USA,Monthly
REV0117,CLT029,Poole Ltd,PRJ019,Enable Robust Bandwidth,INV0117,CON003,Apr-25,45963,560959,INR,Recognized,One-time,46746.58,560959,560959,459986.38,100972.62,37.22,14-06-2025,Paid,461177,67,-5.96,Low,852512,485562,Australia,Monthly
REV0118,CLT038,Allen LLC,PRJ010,Redefine 24/7 Web Services,INV0118,CON027,May-25,46030,1909995,SGD,Deferred,Recurring,159166.25,1909995,1909995,1566195.9,343799.1,17.22,29-04-2026,Pending,274248,62,10.6,Low,2660781,362636,Australia,Monthly
REV0119,CLT039,Atkinson-Willis,PRJ016,Utilize User-Centric E-Tailers,INV0119,CON040,Oct-25,46077,427488,INR,Accrued,One-time,35624,427488,427488,350540.16,76947.84,22.17,13-09-2025,Paid,292400,35,-0.4,High,501327,324492,USA,Quarterly
REV0120,CLT035,"Martinez, Haynes and Sandoval",PRJ008,Optimize Seamless Convergence,INV0120,CON030,Aug-25,45825,1114390,SGD,Accrued,Recurring,92865.83,1114390,1114390,913799.8,200590.2,19.67,21-11-2025,Partial,59076,24,24.26,Medium,2186728,92444,Australia,Monthly
REV0121,CLT003,Montes and Sons,PRJ012,Disintermediate Transparent Metrics,INV0121,CON019,Feb-25,46000,163304,INR,Deferred,One-time,13608.67,163304,163304,133909.28,29394.72,21.7,05-05-2026,Overdue,22710,18,27.02,High,837726,82861,UK,Monthly
REV0122,CLT032,Bush Inc,PRJ004,Implement Best-Of-Breed E-Commerce,INV0122,CON005,May-25,46166,1129831,INR,Accrued,One-time,94152.58,1129831,1129831,926461.42,203369.58,30.74,17-12-2025,Pending,219711,30,27.35,Medium,1064955,408407,Singapore,Monthly
REV0123,CLT021,Rodriguez-Beard,PRJ004,Extend Web-Enabled Solutions,INV0123,CON016,Dec-25,45819,527693,SGD,Deferred,Recurring,43974.42,527693,527693,432708.26,94984.74,23.14,08-04-2026,Partial,38550,65,19.25,Low,1928150,75990,USA,Monthly
REV0124,CLT040,Martin-Davis,PRJ006,Expedite Back-End Experiences,INV0124,CON025,Nov-25,45991,1004185,USD,Recognized,One-time,83682.08,1004185,1004185,823431.7,180753.3,35.19,16-10-2025,Pending,141397,30,6.79,Low,2485157,31274,India,Quarterly
REV0125,CLT009,Harrison-George,PRJ015,Engage Impactful E-Services,INV0125,CON030,Sep-25,46108,283013,USD,Recognized,One-time,23584.42,283013,283013,232070.66,50942.34,17.69,29-09-2025,Pending,316479,25,29.48,High,2664934,474783,Australia,Monthly
REV0126,CLT037,Frederick Inc,PRJ008,Streamline Intuitive Interfaces,INV0126,CON006,Jul-25,45934,1209212,USD,Accrued,One-time,100767.67,1209212,1209212,991553.84,217658.16,40.18,30-12-2025,Partial,310158,65,31.85,Medium,160833,382739,Australia,Quarterly
REV0127,CLT016,"Vance, Deleon and Mathis",PRJ011,Engage Dynamic Niches,INV0127,CON028,Sep-25,45947,569740,SGD,Recognized,Recurring,47478.33,569740,569740,467186.8,102553.2,41.98,18-09-2025,Paid,219032,10,-8,Medium,2214836,17626,India,Quarterly
REV0128,CLT034,"Ward, Hall and Hernandez",PRJ016,Transition Dynamic Channels,INV0128,CON052,May-25,45940,876949,SGD,Recognized,One-time,73079.08,876949,876949,719098.18,157850.82,27.33,07-10-2025,Paid,292808,6,24.66,Medium,1014385,69579,Australia,Quarterly
REV0129,CLT019,Trevino-Williams,PRJ003,Envisioneer Compelling Infrastructures,INV0129,CON002,Sep-25,46095,551350,USD,Accrued,One-time,45945.83,551350,551350,452107,99243,15.66,03-09-2025,Overdue,449798,78,27.36,Low,2007740,243144,UK,Monthly
REV0130,CLT026,Ross Inc,PRJ012,Productize Integrated Experiences,INV0130,CON041,Jun-25,45853,437859,USD,Accrued,Recurring,36488.25,437859,437859,359044.38,78814.62,40.11,17-01-2026,Paid,201787,47,16.55,Medium,1886363,394730,Singapore,Quarterly
REV0131,CLT040,Martin-Davis,PRJ019,E-Enable One-To-One Info-Mediaries,INV0131,CON051,Aug-25,45853,1187568,INR,Accrued,Recurring,98964,1187568,1187568,973805.76,213762.24,31.72,12-01-2026,Pending,385750,12,15.74,High,1626686,465556,India,Monthly
REV0132,CLT008,"Stewart, Clark and Owen",PRJ012,Architect Back-End Eyeballs,INV0132,CON030,Dec-25,46136,853114,SGD,Recognized,One-time,71092.83,853114,853114,699553.48,153560.52,22.83,26-01-2026,Paid,293998,31,-3.08,Medium,1100898,282923,USA,Monthly
REV0133,CLT031,"Dean, Spencer and Walker",PRJ019,Embrace Vertical E-Business,INV0133,CON056,Nov-25,45954,1596398,SGD,Recognized,Recurring,133033.17,1596398,1596398,1309046.36,287351.64,21.22,11-05-2026,Pending,264013,59,3.86,Low,1663694,180998,UK,Quarterly
REV0134,CLT032,Bush Inc,PRJ017,Target Open-Source Initiatives,INV0134,CON054,Jul-25,46147,1101617,INR,Deferred,One-time,91801.42,1101617,1101617,903325.94,198291.06,25.82,22-08-2025,Pending,419379,13,-0.58,Medium,466199,42032,Singapore,Quarterly
REV0135,CLT012,Hernandez-Welch,PRJ003,Mesh Scalable Web-Readiness,INV0135,CON007,Jun-25,45833,654761,INR,Deferred,Recurring,54563.42,654761,654761,536904.02,117856.98,34.4,30-05-2025,Overdue,78904,31,16.03,High,195169,153705,USA,Quarterly
REV0136,CLT035,"Martinez, Haynes and Sandoval",PRJ016,Embrace Scalable E-Services,INV0136,CON023,Jun-25,45844,326881,USD,Deferred,Recurring,27240.08,326881,326881,268042.42,58838.58,20.2,22-11-2025,Paid,11553,34,31.75,High,2803950,176096,Australia,Quarterly
REV0137,CLT038,Allen LLC,PRJ011,Strategize Rich Web Services,INV0137,CON032,Feb-25,45906,768887,SGD,Accrued,One-time,64073.92,768887,768887,630487.34,138399.66,26.03,02-05-2026,Partial,470958,44,-1.41,Medium,1051192,253882,Australia,Quarterly
REV0138,CLT019,Trevino-Williams,PRJ002,Optimize Rich Platforms,INV0138,CON010,Nov-25,45921,1664282,USD,Deferred,One-time,138690.17,1664282,1664282,1364711.24,299570.76,43.47,10-08-2025,Partial,373194,73,4.26,Low,2894899,416524,UK,Monthly
REV0139,CLT011,"Jones, Salazar and Hunt",PRJ004,Unleash Real-Time Communities,INV0139,CON003,Jun-25,46076,548923,USD,Accrued,Recurring,45743.58,548923,548923,450116.86,98806.14,25.43,16-09-2025,Pending,96729,31,18.12,Low,2891532,166169,USA,Quarterly
REV0140,CLT010,Orozco-Graves,PRJ015,Strategize Holistic Partnerships,INV0140,CON035,Aug-25,46101,832059,INR,Accrued,One-time,69338.25,832059,832059,682288.38,149770.62,14.25,18-09-2025,Paid,212107,68,28.43,Medium,1443091,81816,UK,Monthly
REV0141,CLT035,"Martinez, Haynes and Sandoval",PRJ011,Benchmark Integrated Partnerships,INV0141,CON042,Nov-25,45933,1114113,SGD,Deferred,One-time,92842.75,1114113,1114113,913572.66,200540.34,41.36,11-10-2025,Partial,419208,77,26.43,Medium,1520545,361311,Australia,Monthly
REV0142,CLT031,"Dean, Spencer and Walker",PRJ002,Embrace Granular Interfaces,INV0142,CON009,Jan-25,45824,1937802,SGD,Accrued,Recurring,161483.5,1937802,1937802,1588997.64,348804.36,20.78,04-03-2026,Overdue,323759,33,12.3,Low,1468880,28853,UK,Annual
REV0143,CLT013,"Sherman, Reed and Williams",PRJ017,Target Cross-Media Vortals,INV0143,CON015,Mar-25,45941,1273544,USD,Recognized,Recurring,106128.67,1273544,1273544,1044306.08,229237.92,12.93,03-12-2025,Overdue,354976,90,37.88,High,1754332,101947,India,Quarterly
REV0144,CLT021,Rodriguez-Beard,PRJ020,Unleash Rich Metrics,INV0144,CON033,Apr-25,45914,1314943,INR,Accrued,One-time,109578.58,1314943,1314943,1078253.26,236689.74,23.91,19-10-2025,Overdue,193792,54,8.64,Medium,1546700,184211,USA,Quarterly
REV0145,CLT029,Poole Ltd,PRJ018,Monetize Customized Niches,INV0145,CON006,Jul-25,45820,1883543,INR,Accrued,One-time,156961.92,1883543,1883543,1544505.26,339037.74,35.95,24-09-2025,Overdue,421362,61,4.43,High,1877681,381999,Australia,Quarterly
REV0146,CLT009,Harrison-George,PRJ019,Incentivize Collaborative E-Commerce,INV0146,CON039,Sep-25,46136,1802194,INR,Recognized,Recurring,150182.83,1802194,1802194,1477799.08,324394.92,20.61,22-09-2025,Pending,34663,80,27.81,Low,127761,214675,Australia,Annual
REV0147,CLT018,Brown-Smith,PRJ006,Transform Virtual Applications,INV0147,CON036,Apr-25,45861,919298,USD,Accrued,Recurring,76608.17,919298,919298,753824.36,165473.64,16.97,03-08-2025,Overdue,151762,75,14.53,Medium,2554541,159338,India,Quarterly
REV0148,CLT036,"Morris, Bentley and Wall",PRJ015,Orchestrate Synergistic Communities,INV0148,CON015,May-25,45850,1601590,INR,Recognized,Recurring,133465.83,1601590,1601590,1313303.8,288286.2,19.19,09-01-2026,Overdue,65104,88,23.3,Medium,1849682,94042,USA,Quarterly
REV0149,CLT016,"Vance, Deleon and Mathis",PRJ004,Strategize B2C Mindshare,INV0149,CON049,Mar-25,45858,109648,USD,Deferred,Recurring,9137.33,109648,109648,89911.36,19736.64,30.96,11-05-2026,Pending,304645,66,18.28,Medium,2734006,359615,India,Quarterly
REV0150,CLT008,"Stewart, Clark and Owen",PRJ017,Transform Scalable Niches,INV0150,CON047,Nov-25,45820,832661,SGD,Recognized,One-time,69388.42,832661,832661,682782.02,149878.98,15.7,17-05-2026,Paid,76617,45,13.05,High,668317,187372,USA,Monthly
REV0151,CLT004,"Thompson, Harris and Wilson",PRJ012,Extend Mission-Critical Systems,INV0151,CON027,Aug-25,45871,621831,SGD,Deferred,Recurring,51819.25,621831,621831,509901.42,111929.58,20.14,22-11-2025,Paid,269414,29,28.32,Low,496398,313923,UK,Monthly
REV0152,CLT035,"Martinez, Haynes and Sandoval",PRJ011,Innovate Intuitive Schemas,INV0152,CON053,Jul-25,45991,726555,SGD,Deferred,One-time,60546.25,726555,726555,595775.1,130779.9,33.99,22-05-2026,Pending,50244,73,19,Low,154096,71800,Australia,Annual
REV0153,CLT019,Trevino-Williams,PRJ016,Enhance Ubiquitous Schemas,INV0153,CON027,Jun-25,46095,832267,USD,Recognized,Recurring,69355.58,832267,832267,682458.94,149808.06,17.63,05-02-2026,Partial,435984,29,29.76,High,2672905,361576,UK,Annual
REV0154,CLT035,"Martinez, Haynes and Sandoval",PRJ018,Disintermediate Bleeding-Edge Deliverables,INV0154,CON045,Sep-25,46017,1544319,INR,Deferred,One-time,128693.25,1544319,1544319,1266341.58,277977.42,42.06,28-08-2025,Paid,429310,21,36.17,Medium,1560498,163354,Australia,Annual
REV0155,CLT024,Marquez LLC,PRJ015,Incentivize Cross-Media Partnerships,INV0155,CON057,Jun-25,45848,341533,SGD,Accrued,One-time,28461.08,341533,341533,280057.06,61475.94,16.03,08-09-2025,Pending,15078,20,1.12,High,697098,360734,USA,Monthly
REV0156,CLT020,"Gilmore, West and Wagner",PRJ007,Aggregate Proactive Methodologies,INV0156,CON009,Dec-25,46101,312865,INR,Deferred,Recurring,26072.08,312865,312865,256549.3,56315.7,12.72,09-04-2026,Overdue,397061,60,-7.87,Low,237542,415789,Singapore,Annual
REV0157,CLT033,"Riley, Martinez and Arnold",PRJ002,Maximize Frictionless Synergies,INV0157,CON031,Apr-25,45984,1293980,INR,Deferred,Recurring,107831.67,1293980,1293980,1061063.6,232916.4,12.32,29-05-2025,Paid,395601,17,29.12,High,961515,308073,Singapore,Monthly
REV0158,CLT012,Hernandez-Welch,PRJ012,Expedite Distributed Niches,INV0158,CON002,Dec-25,45854,1456351,INR,Recognized,One-time,121362.58,1456351,1456351,1194207.82,262143.18,43.21,03-03-2026,Pending,184655,25,32.76,High,2670925,126784,USA,Annual
REV0159,CLT037,Frederick Inc,PRJ004,Innovate Cutting-Edge Solutions,INV0159,CON053,Jan-25,45879,193313,SGD,Recognized,Recurring,16109.42,193313,193313,158516.66,34796.34,35.05,05-07-2025,Pending,90058,73,-9.78,High,513917,484563,Australia,Monthly
REV0160,CLT033,"Riley, Martinez and Arnold",PRJ016,Incentivize Efficient Bandwidth,INV0160,CON024,May-25,45945,1835298,SGD,Accrued,Recurring,152941.5,1835298,1835298,1504944.36,330353.64,25.39,29-10-2025,Paid,94816,50,39.07,Medium,998730,269615,Singapore,Monthly
REV0161,CLT027,Montoya-Wilson,PRJ011,Synergize Mission-Critical Metrics,INV0161,CON008,Nov-25,46155,286654,USD,Recognized,Recurring,23887.83,286654,286654,235056.28,51597.72,27.35,30-09-2025,Pending,369481,41,17.86,Low,444972,172026,India,Quarterly
REV0162,CLT008,"Stewart, Clark and Owen",PRJ010,Maximize Customized Initiatives,INV0162,CON030,Mar-25,46061,856944,SGD,Accrued,One-time,71412,856944,856944,702694.08,154249.92,34.05,10-06-2025,Overdue,118422,75,10.36,Medium,891821,449196,USA,Monthly
REV0163,CLT031,"Dean, Spencer and Walker",PRJ012,Unleash Impactful Infrastructures,INV0163,CON012,Apr-25,46093,1474241,INR,Accrued,One-time,122853.42,1474241,1474241,1208877.62,265363.38,33.52,28-11-2025,Overdue,229668,71,22.93,Low,600035,75165,UK,Quarterly
REV0164,CLT026,Ross Inc,PRJ019,Benchmark Value-Added Platforms,INV0164,CON007,Feb-25,46135,1507598,SGD,Recognized,Recurring,125633.17,1507598,1507598,1236230.36,271367.64,22.73,19-07-2025,Partial,177540,30,19.75,Medium,614901,122090,Singapore,Quarterly
REV0165,CLT032,Bush Inc,PRJ019,Utilize Rich Roi,INV0165,CON038,Jul-25,45906,634095,USD,Accrued,One-time,52841.25,634095,634095,519957.9,114137.1,22.46,10-04-2026,Overdue,254034,70,3.94,Medium,553138,64062,Singapore,Quarterly
REV0166,CLT032,Bush Inc,PRJ008,Scale Dot-Com Bandwidth,INV0166,CON041,May-25,46049,1092858,INR,Recognized,Recurring,91071.5,1092858,1092858,896143.56,196714.44,35.82,04-10-2025,Paid,261166,8,38.6,Medium,2635808,356098,Singapore,Quarterly
REV0167,CLT010,Orozco-Graves,PRJ020,Matrix Robust Markets,INV0167,CON040,Dec-25,45854,684918,INR,Recognized,One-time,57076.5,684918,684918,561632.76,123285.24,37.75,21-08-2025,Partial,153911,89,14.89,High,1197503,284393,UK,Quarterly
REV0168,CLT035,"Martinez, Haynes and Sandoval",PRJ001,Strategize Killer E-Commerce,INV0168,CON049,Jun-25,46119,1196345,INR,Deferred,Recurring,99695.42,1196345,1196345,981002.9,215342.1,23.43,26-08-2025,Pending,447151,53,12.13,Low,237823,92730,Australia,Annual
REV0169,CLT020,"Gilmore, West and Wagner",PRJ006,Scale Extensible Initiatives,INV0169,CON032,Mar-25,45974,1905350,USD,Recognized,One-time,158779.17,1905350,1905350,1562387,342963,35.05,06-01-2026,Overdue,400561,19,18.44,Medium,2868570,290342,Singapore,Annual
REV0170,CLT035,"Martinez, Haynes and Sandoval",PRJ016,Enable 24/7 E-Business,INV0170,CON031,Mar-25,45931,1250011,SGD,Recognized,Recurring,104167.58,1250011,1250011,1025009.02,225001.98,23.7,01-03-2026,Overdue,309877,53,20.85,Medium,1293017,168025,Australia,Monthly
REV0171,CLT002,"Sellers, Robertson and Powers",PRJ002,Re-Contextualize Web-Enabled Relationships,INV0171,CON009,Jan-25,46085,1288291,USD,Deferred,Recurring,107357.58,1288291,1288291,1056398.62,231892.38,36.78,05-01-2026,Pending,199530,17,11.41,Medium,1827757,184166,India,Monthly
REV0172,CLT016,"Vance, Deleon and Mathis",PRJ008,Grow Global Mindshare,INV0172,CON042,Feb-25,45989,569284,USD,Accrued,Recurring,47440.33,569284,569284,466812.88,102471.12,41.86,03-07-2025,Paid,455574,44,-4.28,Low,182678,282285,India,Quarterly
REV0173,CLT003,Montes and Sons,PRJ014,Strategize Vertical Experiences,INV0173,CON037,Dec-25,46002,1016597,SGD,Deferred,One-time,84716.42,1016597,1016597,833609.54,182987.46,10.71,31-03-2026,Overdue,308275,7,39.29,Medium,2492236,204630,UK,Quarterly
REV0174,CLT037,Frederick Inc,PRJ016,Monetize Enterprise Users,INV0174,CON007,Jul-25,45987,254945,SGD,Accrued,Recurring,21245.42,254945,254945,209054.9,45890.1,21.76,09-03-2026,Pending,87360,83,4.98,Medium,946237,260545,Australia,Annual
REV0175,CLT005,"White, Davis and Jennings",PRJ018,Matrix Visionary Networks,INV0175,CON014,May-25,45988,1812405,USD,Deferred,Recurring,151033.75,1812405,1812405,1486172.1,326232.9,20.41,11-03-2026,Overdue,421843,33,21.23,Low,2525118,49667,Singapore,Annual
REV0176,CLT022,"Santos, Taylor and Webb",PRJ003,Innovate Vertical Info-Mediaries,INV0176,CON037,Dec-25,46086,623287,SGD,Deferred,One-time,51940.58,623287,623287,511095.34,112191.66,17.34,13-09-2025,Paid,341592,43,15.23,Medium,1915758,347842,Australia,Annual
REV0177,CLT021,Rodriguez-Beard,PRJ014,Synthesize Compelling Eyeballs,INV0177,CON026,Jul-25,45900,469591,USD,Accrued,One-time,39132.58,469591,469591,385064.62,84526.38,33.5,22-03-2026,Partial,461843,7,21.39,High,882401,302432,USA,Quarterly
REV0178,CLT014,Mason-Bishop,PRJ015,Revolutionize Mission-Critical Channels,INV0178,CON018,Jun-25,46122,1435811,SGD,Accrued,One-time,119650.92,1435811,1435811,1177365.02,258445.98,42.71,12-07-2025,Paid,273819,30,8.21,Low,1108201,78891,UK,Annual
REV0179,CLT020,"Gilmore, West and Wagner",PRJ014,Scale Back-End Interfaces,INV0179,CON027,Nov-25,45998,1820252,USD,Recognized,Recurring,151687.67,1820252,1820252,1492606.64,327645.36,39.61,10-12-2025,Pending,431861,41,22.3,Medium,2980878,315218,Singapore,Monthly
REV0180,CLT026,Ross Inc,PRJ004,Empower Ubiquitous Systems,INV0180,CON010,Nov-25,46156,550135,INR,Recognized,Recurring,45844.58,550135,550135,451110.7,99024.3,37.9,24-12-2025,Pending,243353,67,17.99,Medium,1870076,339173,Singapore,Monthly
REV0181,CLT013,"Sherman, Reed and Williams",PRJ009,Extend Open-Source Mindshare,INV0181,CON009,May-25,46165,384198,INR,Deferred,One-time,32016.5,384198,384198,315042.36,69155.64,33.05,28-12-2025,Partial,337795,10,38.19,Medium,183503,29007,India,Monthly
REV0182,CLT021,Rodriguez-Beard,PRJ010,Maximize Clicks-And-Mortar Initiatives,INV0182,CON056,Jan-25,46094,1311646,INR,Deferred,One-time,109303.83,1311646,1311646,1075549.72,236096.28,33.51,05-06-2025,Paid,208087,22,1.8,High,2198194,489126,USA,Monthly
REV0183,CLT034,"Ward, Hall and Hernandez",PRJ019,Disintermediate Viral E-Services,INV0183,CON050,May-25,45910,1442964,SGD,Deferred,One-time,120247,1442964,1442964,1183230.48,259733.52,40.96,24-02-2026,Partial,314479,20,28.66,Medium,1481125,436382,Australia,Annual
REV0184,CLT025,Gonzalez and Sons,PRJ008,Drive Holistic Schemas,INV0184,CON060,Feb-25,46162,1739972,USD,Recognized,Recurring,144997.67,1739972,1739972,1426777.04,313194.96,13.74,19-03-2026,Partial,143941,61,10.42,High,334568,257089,UK,Annual
REV0185,CLT024,Marquez LLC,PRJ004,Enhance B2B Portals,INV0185,CON021,Apr-25,46088,1517204,SGD,Deferred,One-time,126433.67,1517204,1517204,1244107.28,273096.72,33.9,15-03-2026,Pending,461076,23,8.15,High,1642410,430632,USA,Quarterly
REV0186,CLT002,"Sellers, Robertson and Powers",PRJ020,Incentivize Next-Generation Technologies,INV0186,CON003,Jan-25,45820,1403496,SGD,Accrued,Recurring,116958,1403496,1403496,1150866.72,252629.28,34.17,16-09-2025,Partial,132635,75,9.23,High,1621924,473514,India,Annual
REV0187,CLT008,"Stewart, Clark and Owen",PRJ008,Utilize Integrated Portals,INV0187,CON055,Dec-25,45881,1171789,USD,Deferred,Recurring,97649.08,1171789,1171789,960866.98,210922.02,41.84,22-02-2026,Overdue,486280,37,5.04,Low,1347482,110303,USA,Monthly
REV0188,CLT029,Poole Ltd,PRJ011,Transform Magnetic E-Commerce,INV0188,CON057,May-25,46145,1374042,SGD,Deferred,Recurring,114503.5,1374042,1374042,1126714.44,247327.56,19.59,29-08-2025,Paid,431592,67,13.55,Medium,1495538,376116,Australia,Quarterly
REV0189,CLT007,Bailey Inc,PRJ006,Monetize Magnetic Methodologies,INV0189,CON045,Mar-25,45974,1778893,USD,Accrued,Recurring,148241.08,1778893,1778893,1458692.26,320200.74,22.31,12-08-2025,Pending,237639,8,28.1,High,2791034,96332,Australia,Annual
REV0190,CLT029,Poole Ltd,PRJ005,Transition Vertical Eyeballs,INV0190,CON001,Jan-25,45981,1708887,USD,Recognized,One-time,142407.25,1708887,1708887,1401287.34,307599.66,20.98,04-05-2026,Paid,58105,25,2.48,High,2822860,400117,Australia,Monthly
REV0191,CLT039,Atkinson-Willis,PRJ014,Transition Innovative Partnerships,INV0191,CON051,Feb-25,45846,1488129,USD,Deferred,One-time,124010.75,1488129,1488129,1220265.78,267863.22,40.57,11-11-2025,Partial,136671,27,24.37,Medium,1281943,104157,USA,Monthly
REV0192,CLT027,Montoya-Wilson,PRJ006,Incentivize Innovative Web Services,INV0192,CON026,Dec-25,45860,820912,USD,Accrued,Recurring,68409.33,820912,820912,673147.84,147764.16,10.73,12-09-2025,Paid,483976,76,22.36,High,1059267,475447,India,Monthly
REV0193,CLT030,Morrow-Robinson,PRJ009,Facilitate Cross-Platform Interfaces,INV0193,CON045,Nov-25,45819,465794,INR,Recognized,One-time,38816.17,465794,465794,381951.08,83842.92,31.63,03-05-2026,Pending,78250,16,37.9,Low,2479189,61525,UK,Monthly
REV0194,CLT034,"Ward, Hall and Hernandez",PRJ015,Grow Mission-Critical Vortals,INV0194,CON053,Nov-25,45970,962594,SGD,Deferred,Recurring,80216.17,962594,962594,789327.08,173266.92,17.86,16-06-2025,Partial,99900,39,4.4,Medium,1702532,68261,Australia,Quarterly
